experiment,corpus,level,variant,dict_size,ratio,train_wall_s,note
CLIFF_FIX,github_users,3,default_cliff_65536_run2,65536,9.835431,0.243,"requested=65536; emitted=65536; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,github_users,3,default_cliff_112640_run2,112640,9.646165,0.213,"requested=112640; emitted=112640; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,github_users,3,default_cliff_262144_run2,262144,9.588750,0.192,"requested=262144; emitted=262144; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,github_users,3,default_cliff_524288_run2,524288,9.638748,0.225,"requested=524288; emitted=524288; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,github_users,3,default_cliff_786432_run2,786432,9.834134,0.212,"requested=786432; emitted=786432; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,github_users,3,default_cliff_1048576_run2,1048576,9.944199,0.238,"requested=1048576; emitted=1048576; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,github_users,3,default_cliff_1310720_run2,1310720,10.074550,0.324,"requested=1310720; emitted=1310720; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,github_users,3,default_cliff_1572864_run2,1572864,10.074550,0.314,"requested=1572864; emitted=1572864; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,github_users,3,default_cliff_1835008_run2,1667175,6.415083,0.326,"requested=1835008; emitted=1667175; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,github_users,3,default_cliff_2097152_run2,1667175,6.415083,0.292,"requested=2097152; emitted=1667175; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_16384_run1,16384,6.986436,2.560,"requested=16384; emitted=16384; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_65536_run1,65536,7.500344,0.842,"requested=65536; emitted=65536; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_112640_run1,112640,7.680314,0.759,"requested=112640; emitted=112640; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_262144_run1,262144,7.959212,0.974,"requested=262144; emitted=262144; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_524288_run1,524288,8.154530,0.891,"requested=524288; emitted=524288; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_786432_run1,786432,8.371908,0.806,"requested=786432; emitted=786432; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_1048576_run1,1048576,8.387866,1.030,"requested=1048576; emitted=1048576; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_1310720_run1,1310720,8.434238,0.825,"requested=1310720; emitted=1310720; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_1572864_run1,736889,6.612120,0.801,"requested=1572864; emitted=736889; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_1835008_run1,851326,6.601508,0.958,"requested=1835008; emitted=851326; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_2097152_run1,892712,6.645154,0.835,"requested=2097152; emitted=892712; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_16384_run2,16384,6.986436,0.830,"requested=16384; emitted=16384; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_65536_run2,65536,7.500344,0.915,"requested=65536; emitted=65536; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_112640_run2,112640,7.680314,0.858,"requested=112640; emitted=112640; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_262144_run2,262144,7.959212,0.813,"requested=262144; emitted=262144; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_524288_run2,524288,8.154530,0.939,"requested=524288; emitted=524288; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_786432_run2,786432,8.388352,0.923,"requested=786432; emitted=786432; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_1048576_run2,1048576,8.387866,0.803,"requested=1048576; emitted=1048576; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_1310720_run2,1310720,8.434238,0.957,"requested=1310720; emitted=1310720; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_1572864_run2,736889,6.612120,0.895,"requested=1572864; emitted=736889; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_1835008_run2,851326,6.601508,0.713,"requested=1835008; emitted=851326; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,gharchive,3,default_cliff_2097152_run2,892712,6.645154,0.901,"requested=2097152; emitted=892712; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_16384_run1,16384,5.822371,1.647,"requested=16384; emitted=16384; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_65536_run1,65536,6.278056,0.439,"requested=65536; emitted=65536; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_112640_run1,112640,6.421379,0.467,"requested=112640; emitted=112640; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_262144_run1,262144,6.748342,0.607,"requested=262144; emitted=262144; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_524288_run1,524288,6.973680,0.421,"requested=524288; emitted=524288; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_786432_run1,786432,7.101125,0.415,"requested=786432; emitted=786432; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_1048576_run1,1048576,7.231518,0.419,"requested=1048576; emitted=1048576; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_1310720_run1,1310720,7.175601,0.430,"requested=1310720; emitted=1310720; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_1572864_run1,1572864,7.175757,0.607,"requested=1572864; emitted=1572864; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_1835008_run1,1835008,7.159054,0.433,"requested=1835008; emitted=1835008; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_2097152_run1,2097152,7.140831,0.433,"requested=2097152; emitted=2097152; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_16384_run2,16384,5.822371,0.432,"requested=16384; emitted=16384; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_65536_run2,65536,6.278056,0.410,"requested=65536; emitted=65536; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_112640_run2,112640,6.421379,0.594,"requested=112640; emitted=112640; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_262144_run2,262144,6.748342,0.449,"requested=262144; emitted=262144; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_524288_run2,524288,6.973680,0.415,"requested=524288; emitted=524288; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_786432_run2,786432,7.101125,0.422,"requested=786432; emitted=786432; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_1048576_run2,1048576,7.231518,0.418,"requested=1048576; emitted=1048576; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_1310720_run2,1310720,7.175601,0.614,"requested=1310720; emitted=1310720; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_1572864_run2,1572864,7.175757,0.435,"requested=1572864; emitted=1572864; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_1835008_run2,1835008,7.159054,0.437,"requested=1835008; emitted=1835008; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,weblogs,3,default_cliff_2097152_run2,2097152,7.140831,0.431,"requested=2097152; emitted=2097152; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_16384_run1,16384,3.683077,1.203,"requested=16384; emitted=16384; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_65536_run1,65536,3.924102,0.344,"requested=65536; emitted=65536; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_112640_run1,112640,4.001424,0.253,"requested=112640; emitted=112640; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_262144_run1,262144,4.106432,0.260,"requested=262144; emitted=262144; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_524288_run1,524288,4.162622,0.267,"requested=524288; emitted=524288; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_786432_run1,786432,4.202736,0.262,"requested=786432; emitted=786432; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_1048576_run1,952604,3.705091,0.271,"requested=1048576; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_1310720_run1,952604,3.705091,0.385,"requested=1310720; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_1572864_run1,952604,3.705091,0.443,"requested=1572864; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_1835008_run1,952604,3.705091,0.328,"requested=1835008; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_2097152_run1,952604,3.705091,0.333,"requested=2097152; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_16384_run2,16384,3.683077,0.252,"requested=16384; emitted=16384; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_65536_run2,65536,3.924102,0.226,"requested=65536; emitted=65536; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_112640_run2,112640,4.001424,0.247,"requested=112640; emitted=112640; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_262144_run2,262144,4.106432,0.358,"requested=262144; emitted=262144; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_524288_run2,524288,4.162622,0.362,"requested=524288; emitted=524288; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_786432_run2,786432,4.202736,0.362,"requested=786432; emitted=786432; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_1048576_run2,952604,3.705091,0.293,"requested=1048576; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_1310720_run2,952604,3.705091,0.294,"requested=1310720; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_1572864_run2,952604,3.705091,0.344,"requested=1572864; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_1835008_run2,952604,3.705091,0.363,"requested=1835008; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,apijson,3,default_cliff_2097152_run2,952604,3.705091,0.663,"requested=2097152; emitted=952604; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_16384_run1,16384,5.429777,5.271,"requested=16384; emitted=16384; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_65536_run1,65536,6.057370,3.613,"requested=65536; emitted=65536; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_112640_run1,112640,6.190407,4.694,"requested=112640; emitted=112640; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_262144_run1,262144,6.452941,4.928,"requested=262144; emitted=262144; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_524288_run1,524288,6.548350,6.242,"requested=524288; emitted=524288; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_786432_run1,786432,6.519434,4.275,"requested=786432; emitted=786432; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_1048576_run1,1048576,6.605505,4.350,"requested=1048576; emitted=1048576; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_1310720_run1,1310720,6.591454,5.119,"requested=1310720; emitted=1310720; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_1572864_run1,1572864,6.537160,4.716,"requested=1572864; emitted=1572864; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_1835008_run1,1835008,6.595113,4.103,"requested=1835008; emitted=1835008; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_2097152_run1,2097152,6.589820,4.116,"requested=2097152; emitted=2097152; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=1/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_16384_run2,16384,5.429777,2.595,"requested=16384; emitted=16384; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_65536_run2,65536,6.057370,3.508,"requested=65536; emitted=65536; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_112640_run2,112640,6.190407,3.521,"requested=112640; emitted=112640; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_262144_run2,262144,6.452941,3.660,"requested=262144; emitted=262144; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_524288_run2,524288,6.508655,3.275,"requested=524288; emitted=524288; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_786432_run2,786432,6.519434,3.455,"requested=786432; emitted=786432; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_1048576_run2,1048576,6.605505,4.194,"requested=1048576; emitted=1048576; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_1310720_run2,1310720,6.591454,4.711,"requested=1310720; emitted=1310720; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_1572864_run2,1572864,6.586147,4.075,"requested=1572864; emitted=1572864; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_1835008_run2,1835008,6.595113,3.759,"requested=1835008; emitted=1835008; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
CLIFF_FIX,csvrows,3,default_cliff_2097152_run2,2097152,6.589820,4.300,"requested=2097152; emitted=2097152; trainer=default(fastCOVER, --train); heldout ratio; determinism_run=2/2; full train dir (no fit/val split)"
